sale_id,date_time,type,weight,destination,postage method,quantity,cost
376,19/12/2016 13:07,letter,0.16,Ireland,Economy Letter,2,18
376,19/12/2016 13:07,letter,0.11,Finland,Economy Letter,1,9
376,19/12/2016 13:07,letter,0.38,Norway,Economy Letter,1,18
377,1/02/2017 13:01,parcel,7.53,Argentina,Standard Parcel,2,438.9
377,1/02/2017 13:01,letter,0.16,Russian Federation,Express Letter,1,53.04
377,1/02/2017 13:01,letter,0.14,United States,Express Letter,3,113.64
378,12/12/2016 13:15,letter,0.32,Vietnam,Express Letter,3,110.85
378,12/12/2016 13:15,letter,0.42,Arab Emirates,Express Letter,1,55.68
379,8/12/2017 13:07,letter,0.2,Norway,Economy Letter,1,9
379,8/12/2017 13:07,parcel,11.7,China,Standard Parcel,1,145.53
379,8/12/2017 13:07,parcel,19.24,Canada,Economy Parcel_By Sea,3,496.5
380,1/11/2016 15:46,parcel,17.63,Spain,Economy Parcel_By Sea,1,186.81
380,1/11/2016 15:46,parcel,2.25,Malta,Express Parcel,2,230.9
380,1/11/2016 15:46,letter,0.25,Sweden,Economy Letter,2,18
381,21/12/2016 08:38,letter,0.49,Singapore,Express Letter,1,36.95
381,21/12/2016 08:38,parcel,0.58,China,Standard Parcel,2,72.62
382,16/08/2016 16:30,letter,0.21,French Polynesia,Economy Letter,3,18
382,16/08/2016 16:30,letter,0.16,Mauritius,Economy Letter,2,18
382,16/08/2016 16:30,letter,0.12,Kuwait,Express Letter,2,111.36
383,7/11/2017 14:38,letter,0.42,Philippines,Express Letter,2,77.66
384,10/11/2017 13:50,parcel,18.19,Kuwait,Standard Parcel,2,718.9
384,10/11/2017 13:50,letter,0.3,Philippines,Economy Letter,3,36
384,10/11/2017 13:50,letter,0.29,Estonia,Express Letter,1,53.04
385,25/08/2016 14:40,letter,0.49,Greece,Express Letter,1,53.04
385,25/08/2016 14:40,letter,0.42,Malaysia,Express Letter,1,36.95
386,26/03/2017 14:00,letter,0.48,Korea - Republic Of,Economy Letter,2,24
387,8/08/2017 10:54,parcel,11.9,Papua New Guinea,Express Parcel,2,332.82
387,8/08/2017 10:54,letter,0.4,Japan,Express Letter,3,110.85
387,8/08/2017 10:54,letter,0.28,Austria,Express Letter,3,159.12
388,8/10/2017 09:43,parcel,8.53,Taiwan - Province Of China,Standard Parcel,3,386.04
388,8/10/2017 09:43,letter,0.12,Belgium,Economy Letter,3,27
389,27/10/2017 12:57,letter,0.18,Kuwait,Economy Letter,2,18
390,30/12/2016 10:18,parcel,13.9,Brazil,Economy Parcel_By Sea,3,477.36
391,22/05/2017 11:48,letter,0.25,Italy,Express Letter,3,127.86
392,28/05/2017 16:16,parcel,11.57,French Polynesia,Express Parcel,3,499.23
393,28/06/2016 13:13,letter,0.27,Netherlands,Economy Letter,2,36
394,16/01/2016 13:25,parcel,13.74,Lao People'S Democratic Republic,Express Parcel,1,166.41
394,16/01/2016 13:25,letter,0.44,Turkey,Economy Letter,2,36
395,20/12/2017 10:26,letter,0.29,Cambodia,Express Letter,2,77.66
395,20/12/2017 10:26,letter,0.5,Serbia,Express Letter,1,53.04
396,4/05/2017 12:51,letter,0.25,Slovenia,Express Letter,2,106.08
397,12/11/2016 09:47,letter,0.45,Spain,Express Letter,1,42.62
397,12/11/2016 09:47,letter,0.2,Fiji,Express Letter,3,116.49
397,12/11/2016 09:47,parcel,12.89,Austria,Standard Parcel,1,280.85
398,22/03/2017 16:25,letter,0.28,Samoa,Express Letter,2,77.66
398,22/03/2017 16:25,letter,0.2,Nepal,Economy Letter,3,18
399,1/09/2017 12:49,letter,0.4,Myanmar,Economy Letter,3,36
399,1/09/2017 12:49,letter,0.47,Italy,Express Letter,2,85.24
400,2/03/2017 11:13,letter,0.35,India,Economy Letter,3,36
401,30/06/2016 14:34,letter,0.33,Macedonia - The Former Yugoslav Republic Of,Economy Letter,3,54
401,30/06/2016 14:34,parcel,17.58,Russian Federation,Standard Parcel,2,682.58
402,7/09/2016 09:56,letter,0.49,Nauru,Economy Letter,2,24
402,7/09/2016 09:56,letter,0.25,Finland,Express Letter,3,159.12
402,7/09/2016 09:56,letter,0.25,India,Express Letter,3,110.85
403,21/04/2016 13:20,letter,0.39,Denmark,Express Letter,1,53.04
403,21/04/2016 13:20,letter,0.12,Malaysia,Economy Letter,2,12
403,21/04/2016 13:20,letter,0.11,France,Economy Letter,1,9
404,7/06/2017 13:43,letter,0.46,Cook Islands,Economy Letter,1,12
404,7/06/2017 13:43,parcel,17.62,Turkey,Express Parcel,2,726.58
405,28/02/2017 15:56,letter,0.39,Lao People'S Democratic Republic,Express Letter,1,38.83
406,10/02/2016 13:19,parcel,13,Denmark,Express Parcel,1,302.85
406,10/02/2016 13:19,parcel,5.77,United States,Economy Parcel_By Sea,3,293.61
406,10/02/2016 13:19,parcel,19.3,Samoa,Express Parcel,2,384.74
407,17/03/2016 15:01,letter,0.29,Portugal,Economy Letter,1,18
408,25/10/2016 11:50,letter,0.31,Papua New Guinea,Economy Letter,1,12
408,25/10/2016 11:50,letter,0.1,Cambodia,Express Letter,1,38.83
408,25/10/2016 11:50,parcel,19.1,Czech Republic,Standard Parcel,2,682.58
409,9/09/2017 15:24,letter,0.45,Indonesia,Economy Letter,2,24
410,28/04/2016 13:40,parcel,5.72,Malaysia,Standard Parcel,3,386.04
411,28/06/2016 11:57,parcel,15.78,South Africa,Express Parcel,1,363.29
411,28/06/2016 11:57,letter,0.17,Belgium,Express Letter,1,53.04
412,27/06/2016 13:47,letter,0.17,Chile,Express Letter,3,167.04
412,27/06/2016 13:47,parcel,4.97,France,Economy Parcel_By Sea,2,132.06
413,22/08/2017 10:52,letter,0.45,Bahrain,Economy Letter,3,54
414,26/05/2017 09:09,letter,0.28,Italy,Express Letter,1,42.62
414,26/05/2017 09:09,parcel,15.51,Bahrain,Express Parcel,3,1144.35
414,26/05/2017 09:09,parcel,5.48,Fiji,Standard Parcel,3,406.32
415,13/01/2016 11:23,parcel,16.4,Kenya,Express Parcel,3,1144.35
416,6/06/2017 14:03,parcel,8.35,Chile,Express Parcel,3,763.59
416,6/06/2017 14:03,parcel,10.32,Ukraine,Standard Parcel,3,842.55
417,17/06/2017 17:41,parcel,14.72,Croatia,Economy Parcel_By Sea,1,159.12
417,17/06/2017 17:41,letter,0.23,Ukraine,Economy Letter,3,27
418,30/10/2017 12:14,parcel,11.56,Bahrain,Standard Parcel,1,295.99
419,2/10/2016 14:08,parcel,17.95,Vietnam,Express Parcel,3,549.3
419,2/10/2016 14:08,letter,0.4,Malta,Economy Letter,3,54
420,23/03/2016 11:42,letter,0.33,Cook Islands,Express Letter,3,116.49
421,10/10/2016 09:05,letter,0.25,Mauritius,Express Letter,2,111.36
422,20/05/2017 09:48,parcel,14.8,China,Standard Parcel,3,436.59
422,20/05/2017 09:48,parcel,11.83,Germany,Economy Parcel_By Sea,2,303.08
423,29/08/2017 09:19,parcel,4.09,Bahrain,Standard Parcel,3,405.63
424,24/03/2016 09:21,parcel,7.15,Lao People'S Democratic Republic,Express Parcel,1,140.44
424,24/03/2016 09:21,letter,0.29,Vanuatu,Express Letter,3,116.49
424,24/03/2016 09:21,letter,0.1,Saudi Arabia,Economy Letter,2,18
425,30/07/2017 15:29,parcel,19.39,Netherlands,Standard Parcel,3,618.12
426,16/02/2016 13:07,parcel,2.28,Finland,Standard Parcel,3,319.59
427,12/08/2016 12:29,parcel,8.83,Papua New Guinea,Express Parcel,2,280.88
427,12/08/2016 12:29,letter,0.45,New Caledonia,Express Letter,3,116.49
427,12/08/2016 12:29,letter,0.49,Macedonia - The Former Yugoslav Republic Of,Economy Letter,1,18
428,12/07/2017 14:38,letter,0.13,Papua New Guinea,Express Letter,2,77.66
428,12/07/2017 14:38,letter,0.14,Nigeria,Express Letter,2,111.36
429,16/01/2016 13:40,parcel,2.47,Nigeria,Standard Parcel,2,224.96
429,16/01/2016 13:40,parcel,8.96,Korea - Republic Of,Standard Parcel,1,128.68
430,28/07/2016 12:43,letter,0.49,Nauru,Express Letter,2,77.66
430,28/07/2016 12:43,parcel,6.66,Argentina,Express Parcel,3,763.59
430,28/07/2016 12:43,letter,0.48,Malta,Economy Letter,2,36
431,20/05/2016 12:41,parcel,3.74,Greece,Economy Parcel_By Sea,1,69.25
431,20/05/2016 12:41,parcel,18.27,Ireland,Standard Parcel,2,401.8
432,26/09/2017 12:04,letter,0.43,Peru,Economy Letter,3,54
432,26/09/2017 12:04,parcel,2.23,United States,Express Parcel,1,82.87
433,30/08/2016 12:32,letter,0.19,Italy,Express Letter,3,127.86
433,30/08/2016 12:32,letter,0.46,Belgium,Express Letter,1,53.04
433,30/08/2016 12:32,parcel,3.37,Korea - Republic Of,Standard Parcel,1,81.73
434,19/02/2017 12:07,parcel,1.21,New Zealand,Express Parcel,1,45.08
435,4/02/2017 11:39,letter,0.42,Solomon Islands,Economy Letter,3,36
435,4/02/2017 11:39,parcel,19.63,Czech Republic,Express Parcel,1,363.29
435,4/02/2017 11:39,letter,0.1,Nepal,Express Letter,3,116.49
436,1/12/2017 12:04,letter,0.49,Switzerland,Express Letter,3,127.86
437,22/07/2016 11:38,letter,0.4,Hong Kong,Economy Letter,2,24
438,10/09/2016 13:49,parcel,10.21,Belgium,Standard Parcel,1,280.85
439,27/12/2017 14:14,letter,0.28,Italy,Economy Letter,1,18
439,27/12/2017 14:14,parcel,2.75,Turkey,Standard Parcel,1,106.53
439,27/12/2017 14:14,letter,0.4,Germany,Economy Letter,1,18
440,29/04/2017 11:36,letter,0.36,Iran - Islamic Republic Of,Express Letter,1,55.68
441,29/08/2017 11:26,letter,0.47,Canada,Economy Letter,2,36
442,2/12/2017 14:57,letter,0.44,Turkey,Express Letter,3,159.12
443,15/09/2016 11:47,letter,0.12,Mexico,Economy Letter,1,9
443,15/09/2016 11:47,letter,0.15,Pakistan,Economy Letter,1,6
444,2/01/2017 16:25,letter,0.24,Brazil,Economy Letter,2,18
444,2/01/2017 16:25,letter,0.12,Canada,Economy Letter,1,9
444,2/01/2017 16:25,parcel,3.26,Hungary,Economy Parcel_By Sea,3,207.75
445,14/04/2017 10:41,letter,0.3,China,Express Letter,3,108.15
446,15/01/2017 13:48,letter,0.23,Brazil,Economy Letter,2,18
447,13/03/2017 12:40,letter,0.18,Kenya,Economy Letter,3,27
447,13/03/2017 12:40,letter,0.4,Pakistan,Economy Letter,2,24
448,20/05/2017 10:43,letter,0.47,Spain,Economy Letter,3,54
449,23/09/2016 11:37,parcel,11.65,Mauritius,Economy Parcel_By Sea,1,167.08
449,23/09/2016 11:37,letter,0.33,French Polynesia,Economy Letter,2,24
449,23/09/2016 11:37,parcel,15.98,Peru,Express Parcel,1,381.45
450,28/06/2016 14:42,letter,0.23,Philippines,Economy Letter,3,18
450,28/06/2016 14:42,letter,0.12,Mauritius,Express Letter,2,111.36
451,5/01/2016 11:03,parcel,16.84,Japan,Express Parcel,2,366.2
452,27/04/2016 12:53,letter,0.21,French Polynesia,Express Letter,3,116.49
453,10/04/2016 09:18,parcel,6.39,Kenya,Express Parcel,2,509.06
453,10/04/2016 09:18,letter,0.31,Portugal,Economy Letter,2,36
453,10/04/2016 09:18,letter,0.27,Brunei Darussalam,Economy Letter,3,36
454,11/10/2016 12:27,parcel,8.03,Italy,Standard Parcel,3,455.52
455,14/08/2017 12:06,letter,0.22,Denmark,Economy Letter,1,9
456,26/03/2016 13:50,letter,0.28,Estonia,Express Letter,3,159.12
456,26/03/2016 13:50,letter,0.17,Portugal,Express Letter,2,106.08
457,24/11/2017 15:25,parcel,15.02,Sweden,Economy Parcel_By Sea,3,560.43
458,27/07/2016 11:32,letter,0.34,Korea - Republic Of,Express Letter,1,36.95
458,27/07/2016 11:32,parcel,1.1,Switzerland,Standard Parcel,3,168.45
459,5/12/2017 14:46,parcel,5.4,Belgium,Standard Parcel,2,415.72
459,5/12/2017 14:46,parcel,17.45,Japan,Standard Parcel,2,356.2
460,24/11/2017 10:53,letter,0.23,Sweden,Economy Letter,1,9
460,24/11/2017 10:53,letter,0.15,Switzerland,Express Letter,3,127.86
460,24/11/2017 10:53,letter,0.2,Samoa,Economy Letter,3,18
461,29/08/2017 14:34,parcel,18.95,Qatar,Standard Parcel,1,359.45
461,29/08/2017 14:34,parcel,7.34,Russian Federation,Economy Parcel_By Sea,2,218.06
462,20/04/2016 13:10,letter,0.4,Austria,Economy Letter,3,54
462,20/04/2016 13:10,letter,0.22,Hungary,Express Letter,1,53.04
462,20/04/2016 13:10,parcel,4.27,Brunei Darussalam,Standard Parcel,1,87.03
463,20/06/2017 17:16,parcel,9.33,Greece,Economy Parcel_By Sea,3,327.09
464,30/04/2016 11:02,parcel,18.1,China,Express Parcel,1,178.64
464,30/04/2016 11:02,parcel,5.85,France,Standard Parcel,1,151.84
464,30/04/2016 11:02,parcel,5.33,Ireland,Economy Parcel_By Sea,3,305.34
465,17/02/2016 13:01,letter,0.4,Estonia,Express Letter,1,53.04
465,17/02/2016 13:01,letter,0.42,Turkey,Economy Letter,3,54
466,12/06/2016 15:17,parcel,17.34,Canada,Express Parcel,2,375.36
466,12/06/2016 15:17,letter,0.44,United States,Economy Letter,1,18
466,12/06/2016 15:17,letter,0.45,Peru,Express Letter,3,167.04
467,13/11/2016 13:16,parcel,15.95,Mauritius,Standard Parcel,1,359.45
467,13/11/2016 13:16,letter,0.43,Papua New Guinea,Economy Letter,3,36
467,13/11/2016 13:16,parcel,13.77,New Caledonia,Standard Parcel,2,322.82
468,17/06/2017 10:40,letter,0.4,Samoa,Express Letter,3,116.49
468,17/06/2017 10:40,letter,0.42,Thailand,Express Letter,3,110.85
468,17/06/2017 10:40,parcel,11.45,Malta,Economy Parcel_By Sea,2,318.24
469,23/12/2016 11:21,parcel,2.92,Brazil,Express Parcel,3,346.35
470,14/08/2017 12:59,parcel,3.8,Vietnam,Standard Parcel,2,163.46
470,14/08/2017 12:59,parcel,6.69,Peru,Economy Parcel_By Sea,3,340.17
470,14/08/2017 12:59,parcel,5.68,Italy,Express Parcel,2,313.68
471,10/08/2017 13:09,letter,0.29,Malta,Economy Letter,1,18
471,10/08/2017 13:09,letter,0.48,Austria,Express Letter,3,159.12
471,10/08/2017 13:09,parcel,7.76,Peru,Economy Parcel_By Sea,3,340.17
472,21/04/2017 13:24,parcel,8.64,Cook Islands,Standard Parcel,1,135.44
472,21/04/2017 13:24,letter,0.15,Pakistan,Economy Letter,3,18
473,27/04/2016 10:42,letter,0.48,Germany,Economy Letter,1,18
474,22/02/2017 11:21,letter,0.44,Slovenia,Economy Letter,3,54
475,28/08/2017 13:14,parcel,12.23,Nauru,Standard Parcel,2,322.82
475,28/08/2017 13:14,parcel,9.71,Samoa,Standard Parcel,3,406.32
476,31/01/2016 10:13,letter,0.33,Saudi Arabia,Economy Letter,3,54
476,31/01/2016 10:13,letter,0.1,Cyprus,Express Letter,2,106.08
476,31/01/2016 10:13,letter,0.45,Israel,Economy Letter,3,54
477,6/08/2016 09:59,parcel,3.1,Macedonia - The Former Yugoslav Republic Of,Express Parcel,1,143.14
477,6/08/2016 09:59,letter,0.28,New Caledonia,Economy Letter,1,12
478,29/09/2017 14:32,parcel,19.17,Cook Islands,Express Parcel,3,577.11
479,31/03/2017 12:59,letter,0.48,Austria,Economy Letter,2,36
480,23/09/2016 12:19,parcel,17.44,Sri Lanka,Express Parcel,3,577.11
481,15/07/2016 12:32,letter,0.32,New Zealand,Express Letter,3,76.05
482,11/09/2016 11:19,parcel,8.68,Nigeria,Standard Parcel,1,219.45
482,11/09/2016 11:19,letter,0.36,Sweden,Express Letter,2,85.24
482,11/09/2016 11:19,letter,0.24,Vanuatu,Economy Letter,3,18
483,4/09/2017 13:22,parcel,9.96,Qatar,Express Parcel,1,254.53
484,14/10/2017 14:21,letter,0.21,Brazil,Economy Letter,3,27
485,1/12/2016 13:38,letter,0.22,Hong Kong,Economy Letter,2,12
485,1/12/2016 13:38,parcel,15.23,Netherlands,Express Parcel,2,422.08
486,3/06/2017 15:26,letter,0.28,Cook Islands,Economy Letter,2,24
487,2/05/2016 14:24,letter,0.39,New Zealand,Economy Letter,3,33
487,2/05/2016 14:24,letter,0.37,Vanuatu,Express Letter,1,38.83
487,2/05/2016 14:24,parcel,6.35,Ireland,Express Parcel,3,459.03
488,11/02/2017 10:00,parcel,14.63,Canada,Express Parcel,2,324.7
489,15/03/2017 14:07,parcel,6.41,Russian Federation,Express Parcel,2,484.82
489,15/03/2017 14:07,letter,0.44,Ireland,Economy Letter,1,18
489,15/03/2017 14:07,parcel,0.69,Estonia,Standard Parcel,1,54.77
490,7/09/2017 09:59,letter,0.27,Hong Kong,Express Letter,3,110.85
490,7/09/2017 09:59,letter,0.25,Spain,Economy Letter,3,27
490,7/09/2017 09:59,letter,0.4,Nigeria,Express Letter,1,55.68
491,1/12/2017 13:49,parcel,9.75,Tonga,Express Parcel,1,140.44
492,15/04/2017 13:00,parcel,12.44,Netherlands,Economy Parcel_By Sea,2,303.08
493,6/01/2017 12:18,parcel,1.33,Kuwait,Express Parcel,1,89.53
493,6/01/2017 12:18,parcel,10.49,Austria,Standard Parcel,2,561.7
494,20/01/2017 12:03,parcel,15.12,Bahrain,Standard Parcel,1,359.45
494,20/01/2017 12:03,letter,0.39,Spain,Economy Letter,3,54
495,23/08/2017 12:27,letter,0.24,Philippines,Express Letter,3,116.49
495,23/08/2017 12:27,parcel,7.12,Qatar,Express Parcel,1,254.53
496,2/06/2016 12:29,letter,0.36,Saudi Arabia,Economy Letter,3,54
496,2/06/2016 12:29,parcel,12.82,Czech Republic,Express Parcel,2,605.7
497,10/04/2017 11:15,letter,0.39,Nauru,Express Letter,3,116.49
497,10/04/2017 11:15,letter,0.11,Spain,Express Letter,3,127.86
498,6/03/2017 16:01,letter,0.46,France,Economy Letter,1,18
498,6/03/2017 16:01,letter,0.2,Malaysia,Express Letter,2,73.9
499,25/11/2016 14:06,parcel,5.87,Greece,Express Parcel,2,484.82
500,17/08/2016 14:19,parcel,16.68,Czech Republic,Standard Parcel,2,682.58
500,17/08/2016 14:19,letter,0.41,Philippines,Express Letter,3,116.49
501,30/04/2016 11:19,parcel,19.42,Cambodia,Express Parcel,2,384.74
501,30/04/2016 11:19,parcel,4.48,Ukraine,Express Parcel,1,143.14
502,14/08/2016 13:52,letter,0.4,Vietnam,Express Letter,2,73.9
502,14/08/2016 13:52,letter,0.16,Brunei Darussalam,Express Letter,2,77.66
502,14/08/2016 13:52,letter,0.38,Japan,Economy Letter,1,12
503,13/07/2016 13:03,parcel,17.12,Portugal,Economy Parcel_By Sea,3,588.45
503,13/07/2016 13:03,parcel,4.42,Macedonia - The Former Yugoslav Republic Of,Express Parcel,3,429.42
503,13/07/2016 13:03,parcel,16.9,Israel,Standard Parcel,1,359.45
504,1/10/2016 13:42,parcel,5.01,Qatar,Standard Parcel,3,658.35
505,25/02/2016 12:00,letter,0.21,Qatar,Express Letter,2,111.36
505,25/02/2016 12:00,parcel,15.8,Estonia,Standard Parcel,3,1023.87
505,25/02/2016 12:00,letter,0.25,China,Economy Letter,2,12
506,14/01/2016 12:35,letter,0.13,Iran - Islamic Republic Of,Express Letter,2,111.36
507,28/01/2016 13:57,letter,0.41,Cook Islands,Express Letter,3,116.49
507,28/01/2016 13:57,letter,0.18,French Polynesia,Express Letter,3,116.49
508,10/07/2017 11:21,letter,0.35,Serbia,Economy Letter,1,18
508,10/07/2017 11:21,letter,0.49,Thailand,Express Letter,2,73.9
508,10/07/2017 11:21,parcel,18.63,Slovenia,Economy Parcel_By Sea,3,588.45
509,6/09/2017 11:56,parcel,19.52,Czech Republic,Economy Parcel_By Sea,3,588.45
510,5/07/2017 12:11,parcel,19.71,Spain,Express Parcel,2,422.08
511,6/03/2017 13:18,letter,0.39,Cambodia,Express Letter,1,38.83
512,1/11/2017 13:59,parcel,6.07,Italy,Standard Parcel,3,455.52
512,1/11/2017 13:59,letter,0.39,Arab Emirates,Express Letter,3,167.04
513,31/07/2016 08:52,parcel,13.46,Finland,Economy Parcel_By Sea,2,318.24
513,31/07/2016 08:52,letter,0.45,South Africa,Express Letter,3,159.12
514,4/07/2017 10:34,parcel,4.65,Myanmar,Standard Parcel,3,261.09
515,16/06/2016 13:09,letter,0.16,Tonga,Economy Letter,3,18
515,16/06/2016 13:09,letter,0.35,Nigeria,Express Letter,1,55.68
515,16/06/2016 13:09,parcel,7.58,Macedonia - The Former Yugoslav Republic Of,Express Parcel,1,242.41
516,15/09/2016 12:12,letter,0.12,Nauru,Economy Letter,2,12
516,15/09/2016 12:12,letter,0.22,Cook Islands,Economy Letter,3,18
516,15/09/2016 12:12,letter,0.44,India,Economy Letter,1,12
517,5/10/2016 10:50,parcel,6.8,Sweden,Express Parcel,1,156.84
517,5/10/2016 10:50,parcel,15.29,Arab Emirates,Economy Parcel_By Sea,1,205.96
518,7/02/2017 15:24,letter,0.29,Malaysia,Express Letter,1,36.95
518,7/02/2017 15:24,letter,0.28,Papua New Guinea,Express Letter,3,116.49
519,29/09/2016 13:55,letter,0.21,Nigeria,Express Letter,3,167.04
520,13/08/2016 12:33,parcel,2.54,Kuwait,Economy Parcel_By Sea,2,106.22
521,11/04/2016 13:30,letter,0.23,Estonia,Economy Letter,3,27
521,11/04/2016 13:30,letter,0.43,Greece,Express Letter,2,106.08
522,30/08/2017 12:38,parcel,2.54,Denmark,Express Parcel,1,115.45
522,30/08/2017 12:38,letter,0.27,French Polynesia,Express Letter,1,38.83
522,30/08/2017 12:38,letter,0.2,Norway,Economy Letter,1,9
523,17/11/2017 15:19,letter,0.21,Pakistan,Economy Letter,2,12
523,17/11/2017 15:19,letter,0.42,Macedonia - The Former Yugoslav Republic Of,Express Letter,3,159.12
523,17/11/2017 15:19,letter,0.34,Hong Kong,Express Letter,1,36.95
524,1/01/2017 17:01,letter,0.49,New Zealand,Economy Letter,3,33
525,5/12/2016 11:23,parcel,4.97,Taiwan - Province Of China,Express Parcel,1,104.73
525,5/12/2016 11:23,letter,0.13,United Kingdom,Economy Letter,3,27
526,23/04/2017 14:13,parcel,17.15,Poland,Express Parcel,3,1089.87
526,23/04/2017 14:13,parcel,7.95,Sri Lanka,Standard Parcel,2,270.88
526,23/04/2017 14:13,letter,0.31,Lao People'S Democratic Republic,Economy Letter,1,12
527,1/07/2016 15:16,letter,0.29,France,Economy Letter,3,54
527,1/07/2016 15:16,parcel,8.09,Indonesia,Express Parcel,1,133.68
528,14/02/2016 14:14,letter,0.4,Romania,Express Letter,2,106.08
529,23/09/2017 15:38,letter,0.13,Mauritius,Express Letter,1,55.68
529,23/09/2017 15:38,letter,0.36,Hungary,Economy Letter,3,54
530,18/08/2017 13:27,parcel,12.57,Taiwan - Province Of China,Standard Parcel,2,306.78
530,18/08/2017 13:27,letter,0.27,Vanuatu,Express Letter,2,77.66
531,14/05/2017 10:34,letter,0.21,Sri Lanka,Economy Letter,2,12
531,14/05/2017 10:34,parcel,10.09,Canada,Standard Parcel,3,472.05
531,14/05/2017 10:34,parcel,3.57,South Africa,Standard Parcel,1,128.08
532,28/02/2017 14:20,parcel,9.56,Indonesia,Standard Parcel,1,128.68
533,8/01/2016 15:17,letter,0.14,Korea - Republic Of,Express Letter,1,36.95
534,9/04/2017 14:08,letter,0.36,Arab Emirates,Economy Letter,1,18
534,9/04/2017 14:08,letter,0.39,Mexico,Express Letter,2,111.36
535,16/07/2016 15:00,letter,0.16,Kenya,Express Letter,3,167.04
536,28/07/2017 15:32,letter,0.4,Malaysia,Express Letter,3,110.85
537,30/07/2017 13:34,parcel,6.87,Canada,Express Parcel,1,137.02
537,30/07/2017 13:34,parcel,12.22,United States,Express Parcel,2,324.7
538,2/08/2017 13:38,letter,0.15,Mauritius,Economy Letter,2,18
538,2/08/2017 13:38,letter,0.46,Brunei Darussalam,Express Letter,3,116.49
538,2/08/2017 13:38,parcel,3.92,Sri Lanka,Express Parcel,1,110.03
539,23/11/2017 09:41,parcel,8.99,Estonia,Express Parcel,1,242.41
539,23/11/2017 09:41,parcel,4.47,Cook Islands,Standard Parcel,1,87.03
539,23/11/2017 09:41,parcel,7.12,Sri Lanka,Standard Parcel,3,406.32
540,27/04/2016 17:34,letter,0.24,Germany,Economy Letter,2,18
540,27/04/2016 17:34,parcel,7.32,Cyprus,Economy Parcel_By Sea,2,218.06
541,6/02/2016 13:18,parcel,6.22,Saudi Arabia,Standard Parcel,2,438.9
541,6/02/2016 13:18,letter,0.37,Poland,Express Letter,2,106.08
542,3/10/2016 13:36,parcel,10.32,Croatia,Express Parcel,2,605.7
542,3/10/2016 13:36,letter,0.25,New Caledonia,Economy Letter,2,12
542,3/10/2016 13:36,letter,0.26,Tonga,Economy Letter,3,36
543,8/02/2017 12:31,parcel,10.57,Nauru,Express Parcel,1,166.41
544,5/07/2016 13:59,letter,0.44,Nigeria,Express Letter,3,167.04
545,15/02/2017 11:28,letter,0.44,Samoa,Economy Letter,3,36
546,8/02/2017 13:42,letter,0.17,Indonesia,Economy Letter,1,6
547,13/03/2017 13:06,letter,0.22,Saudi Arabia,Express Letter,2,111.36
547,13/03/2017 13:06,letter,0.18,Nigeria,Express Letter,2,111.36
548,26/06/2016 12:12,parcel,11.39,Solomon Islands,Standard Parcel,1,161.41
549,14/07/2016 13:58,parcel,13.33,Sweden,Express Parcel,3,551.82
549,14/07/2016 13:58,letter,0.3,Finland,Economy Letter,3,54
550,17/12/2017 12:10,letter,0.23,Sri Lanka,Express Letter,1,38.83
550,17/12/2017 12:10,parcel,17.15,Netherlands,Express Parcel,2,422.08
550,17/12/2017 12:10,parcel,14.65,Croatia,Economy Parcel_By Sea,1,159.12
551,22/03/2017 12:12,letter,0.2,Slovenia,Economy Letter,3,27
552,20/10/2016 12:51,letter,0.27,Taiwan - Province Of China,Express Letter,1,36.95
552,20/10/2016 12:51,parcel,2.68,Korea - Republic Of,Express Parcel,2,162.42
553,11/09/2016 12:27,letter,0.18,Spain,Economy Letter,3,27
554,26/01/2016 11:10,letter,0.27,Cambodia,Express Letter,3,116.49
555,21/07/2017 13:57,letter,0.29,Samoa,Economy Letter,2,24
555,21/07/2017 13:57,parcel,3.76,Mauritius,Express Parcel,3,450.87
555,21/07/2017 13:57,letter,0.3,Poland,Express Letter,3,159.12
556,5/07/2016 14:13,letter,0.16,New Zealand,Economy Letter,1,5.5
557,4/05/2017 12:14,parcel,5.14,United States,Express Parcel,2,274.04
558,7/09/2017 11:11,letter,0.19,Malta,Express Letter,2,106.08
559,28/01/2016 14:24,parcel,8.54,Hungary,Standard Parcel,3,623.58
560,9/02/2017 12:02,letter,0.27,New Zealand,Express Letter,3,76.05
560,9/02/2017 12:02,parcel,8.37,Bahrain,Standard Parcel,1,219.45
561,24/09/2017 15:03,parcel,10.94,Macedonia - The Former Yugoslav Republic Of,Economy Parcel_By Sea,1,159.12
561,24/09/2017 15:03,parcel,1.76,Turkey,Express Parcel,3,306.36
562,22/06/2016 13:30,letter,0.34,Denmark,Express Letter,1,53.04
562,22/06/2016 13:30,parcel,1.33,Fiji,Express Parcel,1,63.46
563,29/04/2017 12:07,parcel,1.16,Solomon Islands,Standard Parcel,3,160.38
563,29/04/2017 12:07,letter,0.1,Russian Federation,Economy Letter,3,27
564,6/07/2016 12:36,letter,0.36,Italy,Economy Letter,1,18
564,6/07/2016 12:36,letter,0.33,Fiji,Economy Letter,3,36
565,3/07/2017 10:02,parcel,5.91,Israel,Economy Parcel_By Sea,2,226.78
565,3/07/2017 10:02,parcel,8.52,Singapore,Express Parcel,2,267.36
565,3/07/2017 10:02,parcel,0.78,Spain,Standard Parcel,1,43.95
566,11/11/2016 14:03,letter,0.28,Croatia,Express Letter,1,53.04
566,11/11/2016 14:03,parcel,0.73,Argentina,Express Parcel,1,71.26
